,Rank,Name,Net worth,Age,Citizenship,Source,Industry
2415,2405,Cheng Lili,$1.1 B,58,China,Poultry breeding,
2416,2405,Cho Jyh-jer,$1.1 B,N/A,Taiwan,Semiconductors,
2417,2405,Weili Dai,$1.1 B,61,United States,Semiconductors,
2418,2405,Carmen Daurella Aguilera,$1.1 B,N/A,Spain,Coca-Cola bottler,
2419,2405,Deng Yingzhong,$1.1 B,72,China,Paper,
2420,2405,Shlomo Eliahu,$1.1 B,87,Israel,Insurance,
2421,2405,Henry Engelhardt,$1.1 B,65,United States,Insurance,
2422,2405,Gabriel Escarrer,$1.1 B,88,Spain,Hotels,
2423,2405,Daniel Feffer,$1.1 B,63,Brazil,Pulp and paper,
2424,2405,Ruben Feffer,$1.1 B,53,Brazil,Pulp and paper,
2425,2405,Gleb Fetisov,$1.1 B,56,Russia,Investments,
2426,2405,Paul Fireman,$1.1 B,79,United States,Reebok,
2427,2405,Robert Fisher,$1.1 B,69,United States,Gap,
2428,2405,Bernd Freier,$1.1 B,66,Germany,Fashion retail,
2429,2405,Donald Friese,$1.1 B,82,United States,Manufacturing,
2430,2405,Gan Zhongru,$1.1 B,74,China,Pharmaceuticals,
2431,2405,Rahul Gautam,$1.1 B,70,India,Mattresses,
2432,2405,David Golub,$1.1 B,60,United States,Private equity,
2433,2405,Pavel Golubkov,$1.1 B,47,Russia,"Building, development",
2434,2405,Cristina Green,$1.1 B,N/A,United Kingdom,Fashion retail,
2435,2405,Philip Green,$1.1 B,N/A,United Kingdom,Fashion retail,
2436,2405,Said Gutseriev,$1.1 B,34,Russia,"Retail, investments",
2437,2405,Polys Haji-Ioannou,$1.1 B,63,Cyprus,EasyJet,
2438,2405,He Zuxun,$1.1 B,57,China,Pig breeding,
2439,2405,Christian Herz,$1.1 B,N/A,Germany,Coffee,
2440,2405,Michaela Herz,$1.1 B,N/A,Germany,Coffee,
2441,2405,David Hindawi,$1.1 B,78,United States,Software,
2442,2405,Huang Shan,$1.1 B,52,China,Software,
2443,2405,Huang Xiaofen & family,$1.1 B,61,China,Printed circuit boards,
2444,2405,Hiroshi Ishibashi,$1.1 B,76,Japan,Tires,
2445,2405,Masayuki Ishihara,$1.1 B,74,Japan,Pachinko machines,
2446,2405,Chatchai Kaewbootta,$1.1 B,71,Thailand,Auto loans,
2447,2405,Nikhil Kamath,$1.1 B,36,India,Financial services,
2448,2405,Jonas Kamprad,$1.1 B,57,Sweden,IKEA,
2449,2405,Mathias Kamprad,$1.1 B,53,Sweden,IKEA,
2450,2405,Peter Kamprad,$1.1 B,59,Sweden,IKEA,
2451,2405,Fumio Kaneko,$1.1 B,66,Japan,Waste management,
2452,2405,Sunjay Kapur,$1.1 B,51,United States,Auto parts,
2453,2405,Ali Metin Kazanci,$1.1 B,88,Turkey,Energy,
2454,2405,Kangbao Ke & family,$1.1 B,60,China,Retailing,
2455,2405,Carsten Koerl,$1.1 B,58,Germany,Sports data,
2456,2405,Koo Bon-sik,$1.1 B,64,South Korea,LG,
2457,2405,Andrei Kosogov,$1.1 B,62,Russia,Banking,
2458,2405,Yogesh Kothari,$1.1 B,74,India,Specialty chemicals,
2459,2405,Arvind Lal,$1.1 B,73,India,Medical diagnostics,
2460,2405,Manuel Lao Hernández,$1.1 B,78,Spain,Casinos,
2461,2405,Lee Joong-keun,$1.1 B,82,South Korea,"Construction, real estate",
2462,2405,Nancy Lerner,$1.1 B,62,United States,"Banking, credit cards",
2463,2405,Norma Lerner,$1.1 B,87,United States,Banking,
2464,2405,Randolph Lerner,$1.1 B,61,United States,"Banking, credit cards",
2465,2405,Lin Zhijun,$1.1 B,47,China,Medical devices,
2466,2405,Lin Zhixiong & family,$1.1 B,49,China,Medical devices,
2467,2405,Jeffrey Lorberbaum,$1.1 B,68,United States,Flooring,
2468,2405,Lu Rongfu,$1.1 B,52,China,Telecommunication,
2469,2405,Lyu Yixiong,$1.1 B,60,China,Cosmetics,
2470,2405,Soichiro Minami,$1.1 B,46,Japan,Internet and software,
2471,2405,Pawan Munjal,$1.1 B,68,India,Two wheelers,
2472,2405,Renu Munjal,$1.1 B,68,India,Two wheelers,
2473,2405,Suman Munjal,$1.1 B,70,India,Motorcycles,
2474,2405,Dmitry Nikolaev,$1.1 B,56,Russia,Coal,
2475,2405,Sjamsul Nursalim,$1.1 B,81,Indonesia,"Tires, retail",
2476,2405,Adrian Paval,$1.1 B,54,Romania,Retail,
2477,2405,Antonio Percassi,$1.1 B,69,Italy,"Real estate, diversified",
2478,2405,Kevin Plank,$1.1 B,50,United States,Under Armour,
2479,2405,G.V. Prasad,$1.1 B,62,India,Pharmaceuticals,
2480,2405,Pu Zhongjie & family,$1.1 B,60,China,Medical equipment,
2481,2405,Rao Wei & family,$1.1 B,58,China,Pharmaceuticals,
2482,2405,Helena Revoredo,$1.1 B,76,Spain,Security services,
2483,2405,Matthew Roszak,$1.1 B,50,United States,Cryptocurrency,
2484,2405,Paul Sciarra,$1.1 B,42,United States,Pinterest,
2485,2405,Rajesh Sharma,$1.1 B,53,India,Finance,
2486,2405,Dean Solon,$1.1 B,58,United States,Solar systems,
2487,2405,Michael Spencer,$1.1 B,67,United Kingdom,Stock exchange,
2488,2405,Joseph Steinberg,$1.1 B,79,United States,Investments,
2489,2405,Zachary Stern,$1.1 B,41,United States,Liquor,
2490,2405,Manny Stul,$1.1 B,73,Australia,Toys,
2491,2405,Sun Hongjun,$1.1 B,49,China,Semiconductors,
2492,2405,Sun Weijie,$1.1 B,59,China,Oilfield equipment,
2493,2405,Sehat Sutardja,$1.1 B,61,United States,Semiconductors,
2494,2405,Min-Liang Tan,$1.1 B,45,Singapore,Gaming,
2495,2405,Tan Yu Yeh,$1.1 B,52,Malaysia,Retail,
2496,2405,Tang Aoqi & family,$1.1 B,77,China,Auto parts,
2497,2405,Vonnarat Tangkaravakoon,$1.1 B,51,Thailand,"Wire & cables, paints",
2498,2405,Tsao Ter-fung,$1.1 B,76,Taiwan,Food,
2499,2405,Tung Ching Sai,$1.1 B,58,China,Manufacturing,
2500,2405,Arkady Volozh,$1.1 B,59,Russia,Search engine,
2501,2405,Peter-Alexander Wacker,$1.1 B,71,Germany,Chemicals,
2502,2405,Wan Long,$1.1 B,82,China,Food,
2503,2405,Wang Han,$1.1 B,35,China,Airline,
2504,2405,Lars Wingefors,$1.1 B,46,Sweden,Video games,
2505,2405,Allan Wong,$1.1 B,73,Hong Kong,Electronics,
2506,2405,Tiger Woods,$1.1 B,47,United States,Golf,
2507,2405,Horst Wortmann,$1.1 B,81,Germany,Footwear,
2508,2405,Wu Kaiting,$1.1 B,53,Hong Kong,Electronics,
2509,2405,Wu Li-gann,$1.1 B,82,Taiwan,Electronic components,
2510,2405,Wu Xiangdong,$1.1 B,54,China,Consumer,
2511,2405,Xiu Laigui,$1.1 B,68,China,Pharmaceuticals,
2512,2405,Xu Jiangnan,$1.1 B,61,China,Vitamins,
2513,2405,Xue Jiping,$1.1 B,72,China,Cable,
2514,2405,Yao Hsiao Tung,$1.1 B,83,Singapore,Manufacturing,
2515,2405,Ye Qiongjiu,$1.1 B,68,China,Software,
2516,2405,Yanqiao Ye,$1.1 B,53,China,Soy sauce,
2517,2405,Yeh Kuo-I,$1.1 B,81,Taiwan,Manufacturing,
2518,2405,Yu Faxiang,$1.1 B,51,China,"Tourism, cultural industry",
2519,2405,Zeng Chaolin,$1.1 B,40,China,Aluminium,
2520,2405,Kapeng Zhang,$1.1 B,58,China,Building materials,
2521,2405,Zhang Xuansong,$1.1 B,51,China,Supermarkets,
2522,2405,Zhang Xuewu,$1.1 B,48,China,Snacks,
2523,2405,Zhu Yiming,$1.1 B,50,China,Semiconductors,
2524,2405,Zhu Zhaojiang,$1.1 B,49,China,Smartphones,
2525,2405,Zhuo Jun,$1.1 B,57,Hong Kong,Printed circuit boards,
2526,2540,Manohar Lal Agarwal,$1 B,68,India,Snacks,
2527,2540,Christian Angermayer,$1 B,44,Germany,Investments,
2528,2540,Ryuji Arai,$1 B,76,Japan,Retail,
2529,2540,Anna Maria Braun,$1 B,44,Germany,Medical technology,
2530,2540,Johanna Braun,$1 B,43,Germany,Medical technology,
2531,2540,Karl Friedrich Braun,$1 B,40,Germany,Medical technology,
2532,2540,Ludwig Theodor Braun,$1 B,33,Germany,Medical technology,
2533,2540,Ana Maria Brescia Cafferata,$1 B,98,Peru,"Mining, banking",
2534,2540,Jimmy Buffett,$1 B,76,United States,"Entertainment, Margaritaville",
2535,2540,Hideyuki Busujima,$1 B,70,Japan,Pachinko machines,
2536,2540,Edouard Carmignac,$1 B,75,France,Asset management,
2537,2540,Chang Kuo-Ming,$1 B,N/A,Taiwan,Transportation,
2538,2540,Chen Jiancheng,$1 B,64,China,Manufacturing,
2539,2540,Rui Chen,$1 B,45,China,Online entertainment,
2540,2540,Chen Shiliang,$1 B,59,China,Polyester,
2541,2540,Tianqiao Chen,$1 B,49,China,Online games,
2542,2540,Yuantai Chen,$1 B,55,China,Batteries,
2543,2540,Cheng Antares,$1 B,65,Hong Kong,Liquor,
2544,2540,Kochouseph Chittilappilly,$1 B,72,India,Electrical appliances,
2545,2540,John Christodoulou,$1 B,57,United Kingdom,Real estate,
2546,2540,Pollyanna Chu,$1 B,64,Hong Kong,"Financial services, property",
2547,2540,Turgay Ciner,$1 B,67,Turkey,Diversified,
2548,2540,Benoit Dageville,$1 B,56,United States,Software,
2549,2540,Mark Dixon,$1 B,63,United Kingdom,Office real estate,
2550,2540,Du Yulin & family,$1 B,50,China,Software,
2551,2540,Feng Yuxia,$1 B,58,China,Pharmaceuticals,
2552,2540,Benedicte Find,$1 B,68,Denmark,Medical devices,
2553,2540,William Fisher,$1 B,66,United States,Gap,
2554,2540,Gao Yunfeng,$1 B,56,China,Industrial lasers,
2555,2540,Jianming Geng,$1 B,60,China,Real estate,
2556,2540,Sven Hagströmer,$1 B,79,Sweden,Financial services,
2557,2540,Clelia Haji-Ioannou,$1 B,52,Cyprus,EasyJet,
2558,2540,Stelios Haji-Ioannou,$1 B,56,Cyprus,EasyJet,
2559,2540,Hang Hong,$1 B,55,China,Machinery,
2560,2540,He Yamin & family,$1 B,66,China,Manufacturing,
2561,2540,Ghan Djoe Hiang,$1 B,79,Indonesia,Coal,
2562,2540,Hong Feng,$1 B,46,China,Smartphones,
2563,2540,Hong Seok-joh,$1 B,70,South Korea,Convenience stores,
2564,2540,Hu Gengxi & family,$1 B,59,China,Bio-Pharma,
2565,2540,Danilo Iervolino,$1 B,45,Italy,Online universities,
2566,2540,Hedda im Brahm-Droege,$1 B,68,Germany,Investments,
2567,2540,Inder Jaisinghani,$1 B,70,India,Cables & wires,
2568,2540,LeBron James,$1 B,38,United States,Basketball,
2569,2540,Johan Johannson,$1 B,56,Norway,Grocery stores,
2570,2540,Morris Kahn,$1 B,93,Israel,Software,
2571,2540,Ashok Kajaria,$1 B,75,India,Tiles,
2572,2540,Marcelo Kalim,$1 B,53,Brazil,Banking,
2573,2540,Ken Kendrick,$1 B,79,United States,"Banking, sports team",
2574,2540,Brad Keywell,$1 B,53,United States,"Software, investments",
2575,2540,Muhammed Aziz Khan,$1 B,68,Bangladesh,Power,
2576,2540,Kim Jung-woong,$1 B,48,South Korea,Cosmetics,
2577,2540,Ihor Kolomoyskyy,$1 B,60,Israel,"Banking, investments",
2578,2540,Kong Jian Min,$1 B,55,China,Real estate,
2579,2540,Koo Bon-neung,$1 B,74,South Korea,Electronics,
2580,2540,Michael Kum,$1 B,78,Singapore,Hotels,
2581,2540,Richard Kurtz,$1 B,82,United States,Real estate,
2582,2540,Lev Kvetnoi,$1 B,57,Russia,Cement,
2583,2540,Michiel Le Roux,$1 B,73,South Africa,Banking,
2584,2540,Li Wanqiang,$1 B,45,China,Smartphones,
2585,2540,Liu Baolin,$1 B,69,China,Pharmacies,
2586,2540,Loo Choon Yong,$1 B,74,Singapore,Healthcare,
2587,2540,Ma Xiuhui,$1 B,52,China,LED lighting,
2588,2540,Apoorva Mehta,$1 B,36,Canada,Grocery delivery service,
2589,2540,Gabriella Meister,$1 B,N/A,Germany,Appliances,
2590,2540,Ulrike Meister,$1 B,56,Germany,Appliances,
2591,2540,Andrei Molchanov,$1 B,51,Russia,Construction materials,
2592,2540,Fulvio Montipò & family,$1 B,78,Italy,Hydraulic pumps,
2593,2540,Stanley Motta,$1 B,77,Panama,Finance,
2594,2540,Tyler Perry,$1 B,53,United States,"Movies, television",
2595,2540,Réal Plourde,$1 B,N/A,Canada,Convenience stores,
2596,2540,Vera Rechulski Santo Domingo,$1 B,74,Brazil,Beer,
2597,2540,George Sakellaris,$1 B,76,United States,Energy services,
2598,2540,Eddy Kusnadi Sariaatmadja,$1 B,69,Indonesia,"Media, tech",
2599,2540,Neerja Sethi,$1 B,68,United States,"IT consulting, outsourcing",
2600,2540,Scott Smith,$1 B,73,United States,Cloud computing,
2601,2540,Petter Stordalen & family,$1 B,60,Norway,Hotels,
2602,2540,Ivan Streshinsky,$1 B,53,Russia,"Metals, telecom",
2603,2540,Sergei Sudarikov,$1 B,51,Russia,"Finance, development",
2604,2540,Wijono Tanoko,$1 B,70,Indonesia,Paints,
2605,2540,Haryanto Tjiptodihardjo,$1 B,59,Indonesia,Manufacturing,
2606,2540,David Tran & family,$1 B,77,United States,Hot sauce,
2607,2540,Kenzo Tsujimoto,$1 B,82,Japan,Video games,
2608,2540,Murat Vargi,$1 B,75,Turkey,Telecom,
2609,2540,Shigefumi Wada,$1 B,70,Japan,Software,
2610,2540,Wan Feng & family,$1 B,54,China,Medical equipment,
2611,2540,Wang Jianfeng & family,$1 B,53,China,Auto parts,
2612,2540,Masaru Wasami,$1 B,77,Japan,Logistics,
2613,2540,V. Prem Watsa,$1 B,72,Canada,"Insurance, investments",
2614,2540,Wen Pengcheng & family,$1 B,60,China,Agribusiness,
2615,2540,Toto Wolff,$1 B,51,Austria,Sports,
2616,2540,Franziska Wuerbser,$1 B,35,Germany,Kitchen appliances,
2617,2540,Xie Bingzheng & family,$1 B,54,China,Apparel,
2618,2540,Xu Gang,$1 B,59,China,Chemicals,
2619,2540,Yan Junxu,$1 B,53,China,Manufacturing,
2620,2540,Yi Xianzhong & family,$1 B,63,China,Pharmaceuticals,
2621,2540,Yu Rong,$1 B,51,China,Health clinics,
2622,2540,"Richard Yuengling, Jr.",$1 B,80,United States,Beer,
2623,2540,Zhang Gongyun,$1 B,60,China,Tyre manufacturing machinery,
2624,2540,Zhang Guiping & family,$1 B,71,China,Real estate,
2625,2540,Inigo Zobel,$1 B,66,Philippines,Diversified,
